ticker,industry
PAM,electric utilities
PANL,ground freight & logistics
PANW,internet services
PAR,it services & consulting
PARR,oil & gas refining and marketing
PATI,ground freight & logistics
PATK,construction supplies & fixtures
PAVE,exchange traded fund
PAVM,advanced medical equipment & technology
PAY,it services & consulting
PAYC,software
PAYX,employment services
PB,banks
PBA,oil & gas transportation services
PBBI,banks
PBCT,banks
PBD,exchange traded fund
PBDM,exchange traded fund
PBE,exchange traded fund
PBEE,exchange traded fund
PBF,oil & gas refining and marketing
PBFX,oil & gas transportation services
PBH,drug retailers
PBHC,banks
PBI,office equipment
PBIB,banks
PBIP,banks
PBJ,exchange traded fund
PBND,exchange traded fund
PBP,exchange traded fund
PBPB,restaurants & bars
PBR,integrated oil & gas
PBR.A,integrated oil & gas
PBS,exchange traded fund
PBSK,banks
PBSM,exchange traded fund
PBT,investment management & fund operators
PBTP,exchange traded fund
PBUS,exchange traded fund
PBW,exchange traded fund
PBYI,biotechnology & medical research
PCAR,heavy machinery & vehicles
PCEF,exchange traded fund
PCG,electric utilities
PCH,specialized reits
PCMI,computer & electronics retailers
PCOM,internet services
PCRX,pharmaceuticals
PCSB,banks
PCTI,aerospace & defense
PCTY,software
PCY,exchange traded fund
PCYG,software
PCYO,water utilities
PDBC,exchange traded fund
PDCE,oil & gas exploration and production
PDCO,"medical equipment, supplies & distribution"
PDEX,"medical equipment, supplies & distribution"
PDFS,semiconductor equipment & testing
PDLB,banks
PDLI,biotechnology & medical research
PDM,commercial reits
PDN,exchange traded fund
PDP,exchange traded fund
PDS,oil & gas drilling
PDVW,wireless telecommunications services
PE,oil & gas exploration and production
PEB,specialized reits
PEBK,banks
PEBO,banks
PED,oil & gas exploration and production
PEG,electric utilities
PEGA,software
PEGI,independent power producers
PEI,commercial reits
PEIX,renewable fuels
PEJ,exchange traded fund
PEK,exchange traded fund
PEN,"medical equipment, supplies & distribution"
PENN,casinos & gaming
PEP,non-alcoholic beverages
PER,oil & gas exploration and production
PERI,software
PERY,apparel & accessories
PES,oil & gas drilling
PESI,environmental services & equipment
PETQ,other specialty retailers
PETS,drug retailers
PETX,pharmaceuticals
PETZ,food processing
PEX,exchange traded fund
PEY,exchange traded fund
PEZ,exchange traded fund
PF,food processing
PFBC,banks
PFBI,banks
PFE,pharmaceuticals
PFF,exchange traded fund
PFFA,exchange traded fund
PFFD,exchange traded fund
PFFR,exchange traded fund
PFG,life & health insurance
PFGC,food retail & distribution
PFI,exchange traded fund
PFIE,oil related services and equipment
PFIG,exchange traded fund
PFIN,electrical components & equipment
PFIS,banks
PFLT,closed end funds
PFM,exchange traded fund
PFMT,business support services
PFNX,biotechnology & medical research
PFPT,it services & consulting
PFS,banks
PFSI,banks
PFSW,it services & consulting
PFXF,exchange traded fund
PG,personal products
PGAL,exchange traded fund
PGC,banks
PGF,exchange traded fund
PGHY,exchange traded fund
PGJ,exchange traded fund
PGLC,gold
PGNX,biotechnology & medical research
PGR,property & casualty insurance
PGRE,commercial reits
PGTI,construction supplies & fixtures
PGX,exchange traded fund
PH,industrial machinery & equipment
PHB,exchange traded fund
PHDG,exchange traded fund
PHG,advanced medical equipment & technology
PHH,consumer lending
PHI,integrated telecommunications services
PHII,oil related services and equipment
PHIIK,oil related services and equipment
PHM,homebuilding
PHO,exchange traded fund
PHX,oil & gas exploration and production
PHYS,exchange traded fund
PI,semiconductors
PICB,exchange traded fund
PICK,exchange traded fund
PICO,homebuilding
PID,exchange traded fund
PIE,exchange traded fund
PIH,property & casualty insurance
PII,recreational products
PILL,exchange traded fund
PIN,exchange traded fund
PINC,healthcare facilities & services
PIO,exchange traded fund
PIR,home furnishings retailers
PIRS,biotechnology & medical research
PIXY,employment services
PIZ,exchange traded fund
PJC,investment banking & brokerage services
PJP,exchange traded fund
PJT,investment banking & brokerage services
PK,specialized reits
PKB,exchange traded fund
PKBK,banks
PKD,oil & gas drilling
PKE,semiconductors
PKG,paper packaging
PKI,advanced medical equipment & technology
PKOH,industrial machinery & equipment
PKW,exchange traded fund
PKX,steel
PLAB,semiconductor equipment & testing
PLAY,restaurants & bars
PLBC,banks
PLCE,apparel & accessories retailers
PLCY,exchange traded fund
PLD,commercial reits
PLG,precious metals & minerals
PLLL,commodity chemicals
PLM,integrated mining
PLND,exchange traded fund
PLNT,leisure & recreation
PLOW,heavy machinery & vehicles
PLPC,communications & networking
PLSE,advanced medical equipment & technology
PLT,communications & networking
PLTM,exchange traded fund
PLUG,renewable energy equipment & services
PLUS,it services & consulting
PLW,exchange traded fund
PLXP,biotechnology & medical research
PLXS,semiconductors
PLYA,"hotels, motels & cruise lines"
PLYM,commercial reits
PM,tobacco
PMBC,banks
PMD,healthcare facilities & services
PME,fishing & farming
PMOM,exchange traded fund
PMPT,exchange traded fund
PMR,exchange traded fund
PMT,specialized reits
PMTS,consumer lending
PNBK,banks
PNC,banks
PNFP,banks
PNK,casinos & gaming
PNM,electric utilities
PNNT,closed end funds
PNQI,exchange traded fund
PNR,industrial machinery & equipment
PNRG,oil & gas exploration and production
PNTR,highways & rail tracks
PNW,electric utilities
PODD,"medical equipment, supplies & distribution"
POL,diversified chemicals
POLA,electrical components & equipment
POOL,recreational products
POPE,forest & wood products
POR,electric utilities
POST,food processing
POWI,semiconductors
POWL,electrical components & equipment
PPA,exchange traded fund
PPBI,banks
PPC,food processing
PPDF,software
PPG,commodity chemicals
PPH,exchange traded fund
PPIH,oil related services and equipment
PPL,multiline utilities
PPLC,exchange traded fund
PPLT,exchange traded fund
PPSC,exchange traded fund
PPSI,heavy electrical equipment
PPTY,exchange traded fund
PQG,commodity chemicals
PRA,property & casualty insurance
PRAA,business support services
PRAH,biotechnology & medical research
PRAN,biotechnology & medical research
PRB,exchange traded fund
PRCP,industrial machinery & equipment
PREF,exchange traded fund
PRF,exchange traded fund
PRFT,it services & consulting
PRFZ,exchange traded fund
PRGO,pharmaceuticals
PRGS,software
PRGX,business support services
PRI,life & health insurance
PRIM,construction & engineering
PRK,banks
PRKR,semiconductors
PRLB,industrial machinery & equipment
PRME,exchange traded fund
PRMW,non-alcoholic beverages
PRN,exchange traded fund
PRNT,exchange traded fund
PRO,software
PROV,banks
PRPH,food processing
PRPL,home furnishings retailers
PRPO,biotechnology & medical research
PRQR,biotechnology & medical research
PRSC,healthcare facilities & services
PRSS,internet services
PRTA,biotechnology & medical research
PRTK,biotechnology & medical research
PRTO,biotechnology & medical research
PRTS,"auto vehicles, parts & service retailers"
PRTY,other specialty retailers
PRU,life & health insurance
PS,it services & consulting
PSA,specialized reits
PSAU,exchange traded fund
PSB,commercial reits
PSC,exchange traded fund
PSCC,exchange traded fund
PSCD,exchange traded fund
PSCE,exchange traded fund
PSCF,exchange traded fund
PSCH,exchange traded fund
PSCI,exchange traded fund
PSCM,exchange traded fund
PSCT,exchange traded fund
PSCU,exchange traded fund
PSDO,it services & consulting
PSEC,closed end funds
PSET,exchange traded fund
PSI,exchange traded fund
PSJ,exchange traded fund
PSK,exchange traded fund
PSL,exchange traded fund
PSLV,exchange traded fund
PSMB,exchange traded fund
PSMC,exchange traded fund
PSMG,exchange traded fund
PSMM,exchange traded fund
PSMT,discount stores
PSO,consumer publishing
PSP,exchange traded fund
PSQ,exchange traded fund
PSR,exchange traded fund
PST,exchange traded fund
PSTG,computer hardware
PSTI,biotechnology & medical research
PSX,oil & gas refining and marketing
PSXP,oil & gas transportation services
PTC,software
PTCT,biotechnology & medical research
PTEN,oil & gas drilling
PTEU,exchange traded fund
PTF,exchange traded fund
PTGX,biotechnology & medical research
PTH,exchange traded fund
PTI,biotechnology & medical research
PTIE,biotechnology & medical research
PTLA,biotechnology & medical research
PTLC,exchange traded fund
PTMC,exchange traded fund
PTN,biotechnology & medical research
PTNQ,exchange traded fund
PTNR,wireless telecommunications services
PTR,integrated oil & gas
PTSI,ground freight & logistics
PTX,pharmaceuticals
PUB,banks
PUI,exchange traded fund
PUK,life & health insurance
PULM,biotechnology & medical research
PUMP,oil related services and equipment
PUTW,exchange traded fund
PUW,exchange traded fund
PVAC,oil & gas exploration and production
PVAL,exchange traded fund
PVBC,banks
PVG,integrated mining
PVH,apparel & accessories
PVI,exchange traded fund
PVTL,software
PW,commercial reits
PWB,exchange traded fund
PWC,exchange traded fund
PWOD,banks
PWR,construction & engineering
PWV,exchange traded fund
PWZ,exchange traded fund
PX,commodity chemicals
PXD,oil & gas exploration and production
PXE,exchange traded fund
PXF,exchange traded fund
PXH,exchange traded fund
PXI,exchange traded fund
PXJ,exchange traded fund
PXLG,exchange traded fund
PXLV,exchange traded fund
PXLW,semiconductors
PXMG,exchange traded fund
PXMV,exchange traded fund
PXQ,exchange traded fund
PXR,exchange traded fund
PXS,marine freight & logistics
PXSG,exchange traded fund
PXSV,exchange traded fund
PY,exchange traded fund
PYDS,business support services
PYPL,internet services
PYZ,exchange traded fund
PZA,exchange traded fund
PZD,exchange traded fund
PZG,gold
PZI,exchange traded fund
PZN,investment management & fund operators
PZT,exchange traded fund
PZZA,restaurants & bars
QABA,exchange traded fund
QADA,software
QADB,software
QAI,exchange traded fund
QARP,exchange traded fund
QAT,exchange traded fund
QBAK,computer hardware
QCAN,exchange traded fund
QCLN,exchange traded fund
QCOM,communications & networking
QCP,specialized reits
QCRH,banks
QD,software
QDEF,exchange traded fund
QDEL,advanced medical equipment & technology
QDEU,exchange traded fund
QDF,exchange traded fund
QDYN,exchange traded fund
QED,exchange traded fund
QEFA,exchange traded fund
QEMM,exchange traded fund
QEP,integrated oil & gas
QES,oil & gas drilling
QGBR,exchange traded fund
QGEN,biotechnology & medical research
QGTA,exchange traded fund
QHC,healthcare facilities & services
QID,exchange traded fund
QINC,exchange traded fund
QIWI,business support services
QJPN,exchange traded fund
QLC,exchange traded fund
QLD,exchange traded fund
QLS,exchange traded fund
QLTA,exchange traded fund
QLYS,it services & consulting
QMN,exchange traded fund
QMOM,exchange traded fund
QNST,advertising & marketing
QQEW,exchange traded fund
QQQ,exchange traded fund
QQQC,exchange traded fund
QQQE,exchange traded fund
QQXT,exchange traded fund
QRHC,environmental services & equipment
QRTEA,department stores
QRTEB,department stores
QRVO,semiconductor equipment & testing
QSII,it services & consulting
QSR,restaurants & bars
QSY,exchange traded fund
QTEC,exchange traded fund
QTM,computer hardware
QTNA,communications & networking
QTNT,"medical equipment, supplies & distribution"
QTRH,holding companies
QTRX,biotechnology & medical research
QTS,specialized reits
QTWO,software
QUAD,commercial printing services
QUAL,exchange traded fund
QUIK,semiconductors
QUMU,computer hardware
QUOT,advertising & marketing
QURE,biotechnology & medical research
QUS,exchange traded fund
QVAL,exchange traded fund
QWLD,exchange traded fund
QYLD,exchange traded fund
R,ground freight & logistics
RAAX,exchange traded fund
RACE,auto & truck manufacturers
RAD,drug retailers
RADA,communications & networking
RAIL,heavy machinery & vehicles
RALS,exchange traded fund
RAND,investment management & fund operators
RARE,biotechnology & medical research
RARX,biotechnology & medical research
RAVE,restaurants & bars
RAVI,exchange traded fund
RAVN,industrial conglomerates
RBA,business support services
RBB,banks
RBBN,communications & networking
RBC,electrical components & equipment
RBCAA,banks
RBCN,semiconductors
RBNC,banks
RBS,banks
RCD,exchange traded fund
RCI,wireless telecommunications services
RCII,other specialty retailers
RCKT,biotechnology & medical research
RCKY,footwear
RCL,"hotels, motels & cruise lines"
RCM,healthcare facilities & services
RCMT,construction & engineering
RCON,oil related services and equipment
RCUS,pharmaceuticals
RDC,oil & gas drilling
