ticker,industry
REK,exchange traded fund
RELL,electrical components & equipment
RELV,food processing
RELX,professional information services
REM,exchange traded fund
REMX,exchange traded fund
REN,oil & gas exploration and production
RENN,internet services
RENX,professional information services
REPH,biotechnology & medical research
RES,oil related services and equipment
RESI,residential reits
RESN,semiconductors
RETA,biotechnology & medical research
RETL,exchange traded fund
RETO,construction materials
REV,personal products
REVG,auto & truck manufacturers
REW,exchange traded fund
REX,renewable fuels
REXR,commercial reits
REZ,exchange traded fund
RF,banks
RFAP,exchange traded fund
RFCI,exchange traded fund
RFDA,exchange traded fund
RFDI,exchange traded fund
RFEM,exchange traded fund
RFEU,exchange traded fund
RFFC,exchange traded fund
RFG,exchange traded fund
RFIL,electrical components & equipment
RFL,biotechnology & medical research
RFP,paper products
RFUN,exchange traded fund
RFV,exchange traded fund
RGA,reinsurance
RGCO,natural gas utilities
RGEN,pharmaceuticals
RGI,exchange traded fund
RGLB,exchange traded fund
RGLD,gold
RGLS,biotechnology & medical research
RGNX,biotechnology & medical research
RGR,recreational products
RGS,personal services
RGSE,renewable energy equipment & services
RHE,real estate development & operations
RHI,employment services
RHP,specialized reits
RHS,exchange traded fund
RHT,software
RIBT,food processing
RICK,restaurants & bars
RIG,oil & gas drilling
RIGL,biotechnology & medical research
RIGS,exchange traded fund
RILY,business support services
RINF,exchange traded fund
RING,exchange traded fund
RIO,integrated mining
RIOT,biotechnology & medical research
RISE,exchange traded fund
RJF,investment banking & brokerage services
RKDA,agricultural chemicals
RL,apparel & accessories
RLGT,air freight & courier services
RLGY,real estate services
RLH,"hotels, motels & cruise lines"
RLI,property & casualty insurance
RLJ,specialized reits
RLJE,entertainment production
RLY,exchange traded fund
RM,consumer lending
RMAX,real estate services
RMBL,software
RMBS,semiconductors
RMCF,food processing
RMD,advanced medical equipment & technology
RMGN,holding companies
RMNI,it services & consulting
RMP,oil & gas transportation services
RMR,real estate development & operations
RMTI,pharmaceuticals
RNDB,banks
RNDM,exchange traded fund
RNDV,exchange traded fund
RNEM,exchange traded fund
RNET,oil related services and equipment
RNG,software
RNGR,oil related services and equipment
RNLC,exchange traded fund
RNMC,exchange traded fund
RNN,biotechnology & medical research
RNR,reinsurance
RNSC,exchange traded fund
RNST,banks
RNWK,software
ROAD,construction & engineering
ROAM,exchange traded fund
ROBO,exchange traded fund
ROBT,exchange traded fund
ROCK,steel
RODM,exchange traded fund
ROG,semiconductors
ROGS,exchange traded fund
ROIC,commercial reits
ROK,electrical components & equipment
ROKU,entertainment production
ROL,business support services
ROLL,industrial machinery & equipment
ROM,exchange traded fund
ROOF,exchange traded fund
ROP,industrial machinery & equipment
RORE,exchange traded fund
ROSE,oil & gas exploration and production
ROSEU,oil & gas exploration and production
ROST,apparel & accessories retailers
ROUS,exchange traded fund
ROX,distillers & wineries
ROYT,oil & gas exploration and production
RP,software
RPAI,commercial reits
RPD,software
RPG,exchange traded fund
RPM,commodity chemicals
RPT,commercial reits
RPUT,exchange traded fund
RPV,exchange traded fund
RPXC,business support services
RRC,oil & gas exploration and production
RRD,commercial printing services
RRGB,restaurants & bars
RRR,casinos & gaming
RRTS,air freight & courier services
RS,steel
RSG,environmental services & equipment
RSLS,advanced medical equipment & technology
RSP,exchange traded fund
RSPP,oil & gas exploration and production
RST,software
RSX,exchange traded fund
RSXJ,exchange traded fund
RSYS,computer hardware
RTEC,industrial machinery & equipment
RTH,exchange traded fund
RTIX,"medical equipment, supplies & distribution"
RTL,exchange traded fund
RTM,exchange traded fund
RTN,aerospace & defense
RTRX,biotechnology & medical research
RTTR,biotechnology & medical research
RUBI,it services & consulting
RUN,renewable energy equipment & services
RUSHA,"auto vehicles, parts & service retailers"
RUSHB,"auto vehicles, parts & service retailers"
RUSL,exchange traded fund
RUSS,exchange traded fund
RUTH,restaurants & bars
RVEN,residential reits
RVLT,communications & networking
RVNC,biotechnology & medical research
RVNU,exchange traded fund
RVP,"medical equipment, supplies & distribution"
RVSB,banks
RWJ,exchange traded fund
RWK,exchange traded fund
RWL,exchange traded fund
RWLK,"medical equipment, supplies & distribution"
RWM,exchange traded fund
RWO,exchange traded fund
RWR,exchange traded fund
RWT,specialized reits
RWW,exchange traded fund
RWX,exchange traded fund
RXD,exchange traded fund
RXI,exchange traded fund
RXII,biotechnology & medical research
RXL,exchange traded fund
RXN,industrial machinery & equipment
RY,banks
RYAAY,airlines
RYAM,specialty chemicals
RYB,personal services
RYE,exchange traded fund
RYF,exchange traded fund
RYH,exchange traded fund
RYI,steel
RYJ,exchange traded fund
RYN,specialized reits
RYT,exchange traded fund
RYTM,biotechnology & medical research
RYU,exchange traded fund
RZG,exchange traded fund
RZV,exchange traded fund
S,wireless telecommunications services
SA,integrated mining
SAA,exchange traded fund
SABR,software
SACH,consumer lending
SAEX,oil related services and equipment
SAFE,diversified reits
SAFM,food processing
SAFT,property & casualty insurance
SAGE,biotechnology & medical research
SAGG,exchange traded fund
SAH,"auto vehicles, parts & service retailers"
SAIA,ground freight & logistics
SAIC,it services & consulting
SAIL,software
SAL,banks
SALM,broadcasting
SALT,marine freight & logistics
SAM,brewers
SAMG,investment management & fund operators
SAN,banks
SAND,gold
SANM,semiconductors
SANW,fishing & farming
SAP,software
SAR,investment trusts
SASR,banks
SATS,communications & networking
SAUC,restaurants & bars
SAVE,airlines
SB,marine freight & logistics
SBAC,specialized reits
SBB,exchange traded fund
SBBP,pharmaceuticals
SBBX,banks
SBCF,banks
SBFG,banks
SBGI,broadcasting
SBGL,gold
SBH,other specialty retailers
SBIO,exchange traded fund
SBLK,marine freight & logistics
SBNY,banks
SBOT,biotechnology & medical research
SBOW,oil & gas exploration and production
SBPH,biotechnology & medical research
SBR,oil & gas exploration and production
SBRA,specialized reits
SBS,water utilities
SBSI,banks
SBT,banks
SBUX,restaurants & bars
SC,consumer lending
SCAC,holding companies
SCACU,holding companies
SCAP,exchange traded fund
SCC,exchange traded fund
SCCO,specialty mining & metals
SCG,electric utilities
SCHA,exchange traded fund
SCHB,exchange traded fund
SCHC,exchange traded fund
SCHD,exchange traded fund
SCHE,exchange traded fund
SCHF,exchange traded fund
SCHG,exchange traded fund
SCHH,exchange traded fund
SCHK,exchange traded fund
SCHL,consumer publishing
SCHM,exchange traded fund
SCHN,steel
SCHO,exchange traded fund
SCHP,exchange traded fund
SCHR,exchange traded fund
SCHV,exchange traded fund
SCHW,investment banking & brokerage services
SCHX,exchange traded fund
SCHZ,exchange traded fund
SCI,personal services
SCID,exchange traded fund
SCIF,exchange traded fund
SCIJ,exchange traded fund
SCIN,exchange traded fund
SCIU,exchange traded fund
SCIX,exchange traded fund
SCJ,exchange traded fund
SCKT,computer hardware
SCL,specialty chemicals
SCM,closed end funds
SCO,exchange traded fund
SCON,wireless telecommunications services
SCOR,software
SCPH,"medical equipment, supplies & distribution"
SCS,business support supplies
SCSC,computer hardware
SCTO,exchange traded fund
SCVL,apparel & accessories retailers
SCWX,it services & consulting
SCX,industrial machinery & equipment
SCYX,pharmaceuticals
SCZ,exchange traded fund
SD,oil & gas exploration and production
SDCI,exchange traded fund
SDD,exchange traded fund
SDEM,exchange traded fund
SDI,holding companies
SDIV,exchange traded fund
SDLP,oil & gas drilling
SDOG,exchange traded fund
SDOW,exchange traded fund
SDP,exchange traded fund
SDPI,oil related services and equipment
SDR,oil & gas exploration and production
SDRL,oil & gas drilling
SDS,exchange traded fund
SDT,oil & gas exploration and production
SDVY,exchange traded fund
SDY,exchange traded fund
SE,software
SEA,exchange traded fund
SEAC,software
SEAS,leisure & recreation
SEB,food processing
SECO,internet services
SEDG,renewable energy equipment & services
SEE,non-paper containers & packaging
SEED,fishing & farming
SEF,exchange traded fund
SEIC,investment management & fund operators
SEII,steel
SELB,biotechnology & medical research
SELF,specialized reits
SEM,healthcare facilities & services
SEMG,oil & gas transportation services
SEND,software
SENEA,food processing
SENEB,food processing
SENS,biotechnology & medical research
SEP,oil & gas transportation services
SERV,business support services
SES,renewable energy equipment & services
SESN,biotechnology & medical research
SF,investment banking & brokerage services
SFBC,banks
SFBS,banks
SFE,investment management & fund operators
SFHY,exchange traded fund
SFIG,exchange traded fund
SFIX,internet services
SFL,oil & gas transportation services
SFLY,other specialty retailers
SFM,food retail & distribution
SFNC,banks
SFS,food retail & distribution
SFST,banks
SFUN,real estate services
SGA,broadcasting
SGB,banks
SGBX,shipbuilding
SGC,apparel & accessories
SGDJ,exchange traded fund
SGDM,exchange traded fund
SGEN,biotechnology & medical research
SGH,semiconductors
SGLB,business support services
SGMA,semiconductors
SGMO,biotechnology & medical research
SGMS,casinos & gaming
SGOC,electronic equipments & parts
SGOL,exchange traded fund
SGRP,advertising & marketing
SGRY,healthcare facilities & services
SGU,oil & gas refining and marketing
SGYP,biotechnology & medical research
SH,exchange traded fund
SHAG,exchange traded fund
SHAK,restaurants & bars
SHBI,banks
SHE,exchange traded fund
SHEN,integrated telecommunications services
SHG,banks
SHI,oil & gas refining and marketing
SHIP,marine freight & logistics
SHLD,department stores
SHLM,commodity chemicals
SHLO,"auto, truck & motorcycle parts"
SHLX,oil & gas transportation services
SHM,exchange traded fund
SHNY,exchange traded fund
SHO,specialized reits
SHOO,footwear
SHOP,internet services
SHOS,department stores
SHPG,pharmaceuticals
SHSP,it services & consulting
SHV,exchange traded fund
SHW,commodity chemicals
SHY,exchange traded fund
SHYD,exchange traded fund
SHYG,exchange traded fund
SID,steel
SIEB,investment banking & brokerage services
SIEN,"medical equipment, supplies & distribution"
SIF,steel
SIFI,banks
SIFY,integrated telecommunications services
SIG,apparel & accessories retailers
SIGA,biotechnology & medical research
SIGI,property & casualty insurance
SIGM,computer hardware
SIJ,exchange traded fund
SIL,exchange traded fund
SILC,communications & networking
SILJ,exchange traded fund
SIM,steel
SIMO,semiconductors
SINA,internet services
SINO,marine port services
SIR,commercial reits
SIRI,broadcasting
SITE,fishing & farming
SITO,software
SIVB,banks
SIVR,exchange traded fund
SIX,leisure & recreation
SIZE,exchange traded fund
SJB,exchange traded fund
SJI,natural gas utilities
SJM,food processing
SJNK,exchange traded fund
SJR,integrated telecommunications services
SJT,oil & gas exploration and production
SJW,water utilities
SKF,exchange traded fund
SKIS,"hotels, motels & cruise lines"
SKM,wireless telecommunications services
SKOR,exchange traded fund
SKT,commercial reits
SKX,footwear
SKY,heavy machinery & vehicles
SKYS,independent power producers
SKYW,airlines
SKYY,exchange traded fund
SLAB,semiconductors
SLB,oil related services and equipment
SLCA,specialty mining & metals
SLCT,banks
SLD,diversified reits
SLDB,biotechnology & medical research
SLF,life & health insurance
SLG,commercial reits
SLGL,biotechnology & medical research
SLGN,non-paper containers & packaging
SLIM,exchange traded fund
SLM,consumer lending
SLNO,"medical equipment, supplies & distribution"
SLP,advanced medical equipment & technology
SLQD,exchange traded fund
SLRC,closed end funds
SLS,pharmaceuticals
SLV,exchange traded fund
SLVP,exchange traded fund
SLX,exchange traded fund
SLY,exchange traded fund
SLYG,exchange traded fund
SLYV,exchange traded fund
SM,oil & gas exploration and production
SMAR,software
SMB,exchange traded fund
SMBC,banks
SMBK,banks
SMCI,computer hardware
SMCP,exchange traded fund
SMDD,exchange traded fund
SMDV,exchange traded fund
SMED,environmental services & equipment
SMEZ,exchange traded fund
SMFG,banks
SMG,agricultural chemicals
SMH,exchange traded fund
SMHI,oil & gas transportation services
SMI,semiconductors
SMIN,exchange traded fund
SMIT,industrial machinery & equipment
SMLF,exchange traded fund
SMLL,exchange traded fund
SMLP,oil & gas transportation services
SMLV,exchange traded fund
SMMD,exchange traded fund
SMMF,banks
SMMT,biotechnology & medical research
SMMU,exchange traded fund
SMMV,exchange traded fund
SMN,exchange traded fund
SMP,"auto, truck & motorcycle parts"
SMPL,food processing
SMRT,apparel & accessories retailers
SMSI,software
SMTC,semiconductors
SMTS,integrated mining
SMTX,semiconductors
SN,oil & gas exploration and production
SNA,industrial machinery & equipment
SNAP,software
SNBR,home furnishings
SND,construction materials
SNDE,oil & gas exploration and production
SNDR,ground freight & logistics
SNDX,pharmaceuticals
SNE,household electronics
SNES,biotechnology & medical research
SNFCA,life & health insurance
SNGX,biotechnology & medical research
SNH,diversified reits
SNHY,industrial machinery & equipment
SNLN,exchange traded fund
SNMP,oil & gas exploration and production
SNMX,biotechnology & medical research
SNN,"medical equipment, supplies & distribution"
SNNA,biotechnology & medical research
SNOA,pharmaceuticals
SNP,oil & gas refining and marketing
SNPS,software
SNR,residential reits
SNSR,exchange traded fund
SNSS,biotechnology & medical research
SNV,banks
SNX,computer hardware
SNY,pharmaceuticals
SO,electric utilities
SOCL,exchange traded fund
SODA,non-alcoholic beverages
SOFO,it services & consulting
SOGO,internet services
SOHO,specialized reits
SOHU,entertainment production
SOI,oil related services and equipment
SOIL,exchange traded fund
SOL,renewable energy equipment & services
SON,non-paper containers & packaging
SONA,banks
SONC,restaurants & bars
SORL,"auto, truck & motorcycle parts"
SOVB,exchange traded fund
SOXL,exchange traded fund
SOXS,exchange traded fund
SOXX,exchange traded fund
SOYB,exchange traded fund
SP,highways & rail tracks
SPA,semiconductors
SPAR,auto & truck manufacturers
SPB,electrical components & equipment
SPCB,semiconductors
SPDN,exchange traded fund
SPDV,exchange traded fund
SPDW,exchange traded fund
SPEM,exchange traded fund
SPEX,business support services
SPFF,exchange traded fund
SPG,commercial reits
SPGI,professional information services
SPH,oil & gas refining and marketing
SPHB,exchange traded fund
SPHD,exchange traded fund
SPHQ,exchange traded fund
SPHS,pharmaceuticals
SPI,renewable energy equipment & services
SPKE,electric utilities
SPLB,exchange traded fund
SPLG,exchange traded fund
SPLK,software
SPLP,holding companies
SPLV,exchange traded fund
SPMO,exchange traded fund
SPMV,exchange traded fund
SPN,oil related services and equipment
SPNE,"medical equipment, supplies & distribution"
SPNS,software
SPOK,wireless telecommunications services
SPOT,internet services
SPPI,biotechnology & medical research
SPPP,exchange traded fund
SPR,aerospace & defense
SPRO,biotechnology & medical research
SPRT,it services & consulting
SPSC,air freight & courier services
SPSM,exchange traded fund
SPTL,exchange traded fund
SPTM,exchange traded fund
SPTN,food retail & distribution
SPTS,exchange traded fund
SPUN,exchange traded fund
SPUU,exchange traded fund
SPVM,exchange traded fund
SPVU,exchange traded fund
SPWH,apparel & accessories retailers
SPWR,renewable energy equipment & services
SPXB,exchange traded fund
SPXC,industrial machinery & equipment
SPXE,exchange traded fund
SPXL,exchange traded fund
SPXS,exchange traded fund
SPXT,exchange traded fund
SPXU,exchange traded fund
SPY,exchange traded fund
SPYB,exchange traded fund
SPYD,exchange traded fund
SPYG,exchange traded fund
SPYV,exchange traded fund
SPYX,exchange traded fund
SQ,software
SQBG,apparel & accessories retailers
SQLV,exchange traded fund
SQM,agricultural chemicals
SQNS,semiconductors
SQQQ,exchange traded fund
SR,natural gas utilities
SRAX,advertising & marketing
SRC,commercial reits
SRCE,banks
SRCI,oil & gas exploration and production
SRCL,environmental services & equipment
SRDX,"medical equipment, supplies & distribution"
SRE,multiline utilities
SRET,exchange traded fund
SREV,it services & consulting
SRG,commercial reits
SRI,"auto, truck & motorcycle parts"
SRLN,exchange traded fund
SRLP,oil & gas refining and marketing
SRNE,biotechnology & medical research
SRPT,biotechnology & medical research
SRRA,biotechnology & medical research
SRRK,pharmaceuticals
SRS,exchange traded fund
SRT,business support services
SRTS,advanced medical equipment & technology
SRTY,exchange traded fund
SRVR,exchange traded fund
SSB,banks
SSBI,banks
SSC,it services & consulting
SSD,construction supplies & fixtures
SSFN,banks
SSG,exchange traded fund
SSI,apparel & accessories retailers
SSKN,advanced medical equipment & technology
SSL,oil & gas refining and marketing
SSLJ,home improvement products & services retailers
SSNC,software
SSNT,software
SSO,exchange traded fund
SSP,broadcasting
SSRM,precious metals & minerals
SSTI,software
SSTK,internet services
SSW,marine freight & logistics
SSY,"appliances, tools & housewares"
SSYS,office equipment
ST,electronic equipments & parts
STAA,"medical equipment, supplies & distribution"
STAF,employment services
STAG,commercial reits
STAR,diversified reits
STAY,"hotels, motels & cruise lines"
STBA,banks
STBZ,banks
STC,property & casualty insurance
STCN,it services & consulting
STDY,biotechnology & medical research
STE,"medical equipment, supplies & distribution"
STFC,property & casualty insurance
STG,internet services
STI,banks
STIP,exchange traded fund
STKL,food processing
STKS,restaurants & bars
STL,banks
STLD,steel
STLR,holding companies
STLRU,holding companies
STM,semiconductors
STML,biotechnology & medical research
STMP,other specialty retailers
STN,construction & engineering
STND,banks
STNG,oil & gas transportation services
STNLU,holding companies
STON,personal services
STOR,commercial reits
STOT,exchange traded fund
STPZ,exchange traded fund
STRA,personal services
STRL,construction & engineering
STRM,healthcare facilities & services
STRS,real estate development & operations
STRT,"auto, truck & motorcycle parts"
STT,investment management & fund operators
STWD,specialized reits
STX,computer hardware
STXB,banks
STZ,distillers & wineries
STZ.B,distillers & wineries
SU,oil & gas refining and marketing
SUB,exchange traded fund
SUI,residential reits
SUM,construction materials
SUMR,toys & juvenile products
SUN,oil & gas refining and marketing
SUNS,closed end funds
SUNW,renewable energy equipment & services
SUP,"auto, truck & motorcycle parts"
SUPN,pharmaceuticals
SUPV,banks
SURF,biotechnology & medical research
SUSA,exchange traded fund
SUSB,exchange traded fund
SUSC,exchange traded fund
SVA,pharmaceuticals
SVBI,banks
SVM,precious metals & minerals
SVRA,biotechnology & medical research
SVT,"auto, truck & motorcycle parts"
SVU,food retail & distribution
SVXY,exchange traded fund
SWCH,computer hardware
SWIN,exchange traded fund
SWIR,communications & networking
SWK,industrial machinery & equipment
SWKS,semiconductors
SWM,paper products
SWN,oil & gas exploration and production
SWX,natural gas utilities
SXC,steel
SXCP,steel
SXE,oil & gas transportation services
SXI,industrial machinery & equipment
SXT,specialty chemicals
SYBT,banks
SYBX,pharmaceuticals
SYE,exchange traded fund
SYF,consumer lending
SYG,exchange traded fund
SYK,"medical equipment, supplies & distribution"
SYKE,it services & consulting
SYLD,exchange traded fund
SYMC,software
SYN,biotechnology & medical research
SYNA,computer hardware
SYNC,it services & consulting
SYNH,biotechnology & medical research
SYNL,steel
SYNT,it services & consulting
SYPR,"auto, truck & motorcycle parts"
SYRS,pharmaceuticals
SYV,exchange traded fund
SYX,computer & electronics retailers
SYY,food retail & distribution
SZK,exchange traded fund
T,wireless telecommunications services
TA,oil & gas refining and marketing
TAC,independent power producers
TACO,restaurants & bars
TACT,computer hardware
TAGS,exchange traded fund
TAHO,precious metals & minerals
TAIT,electronic equipments & parts
TAL,personal services
TAN,exchange traded fund
TANH,commodity chemicals
TAO,exchange traded fund
TAP,brewers
TARO,pharmaceuticals
TAST,restaurants & bars
TAT,oil & gas exploration and production
TATT,computer hardware
TAX,business support services
TAYD,industrial machinery & equipment
TBBK,banks
TBF,exchange traded fund
TBI,employment services
TBK,banks
TBLU,exchange traded fund
TBNK,banks
TBPH,pharmaceuticals
TBT,exchange traded fund
TBX,exchange traded fund
TCAP,closed end funds
TCBI,banks
TCBK,banks
TCCO,communications & networking
TCF,banks
TCFC,banks
TCHF,exchange traded fund
TCI,real estate development & operations
TCMD,"medical equipment, supplies & distribution"
TCO,commercial reits
TCON,biotechnology & medical research
TCP,oil & gas transportation services
TCPC,closed end funds
TCRD,closed end funds
TCS,other specialty retailers
TCX,internet services
TD,banks
TDC,it services & consulting
TDG,aerospace & defense
TDIV,exchange traded fund
TDOC,healthcare facilities & services
TDS,wireless telecommunications services
TDTF,exchange traded fund
TDTT,exchange traded fund
TDW,oil related services and equipment
TDY,electronic equipments & parts
TEAM,software
TECD,computer & electronics retailers
TECH,biotechnology & medical research
TECK,integrated mining
TECL,exchange traded fund
TECS,exchange traded fund
TEDU,business support services
TEF,integrated telecommunications services
TEGP,oil & gas transportation services
TEL,electrical components & equipment
TELL,oil & gas exploration and production
TEN,"auto, truck & motorcycle parts"
TENX,biotechnology & medical research
TEO,integrated telecommunications services
TEP,oil & gas transportation services
TER,semiconductor equipment & testing
TERM,exchange traded fund
TERP,electric utilities
TESS,communications & networking
TETF,exchange traded fund
TEUM,software
TEVA,pharmaceuticals
TEX,heavy machinery & vehicles
TFI,exchange traded fund
TFLO,exchange traded fund
TFSL,banks
TFX,"medical equipment, supplies & distribution"
TG,non-paper containers & packaging
TGA,oil & gas exploration and production
TGB,specialty mining & metals
TGC,oil & gas exploration and production
TGEN,renewable energy equipment & services
TGH,corporate financial services
TGI,aerospace & defense
TGLS,construction supplies & fixtures
TGNA,broadcasting
TGP,oil & gas transportation services
TGS,oil & gas exploration and production
TGT,discount stores
TGTX,biotechnology & medical research
THC,healthcare facilities & services
THD,exchange traded fund
THFF,property & casualty insurance
THG,property & casualty insurance
THM,gold
THO,recreational products
THR,electrical components & equipment
THRM,"auto, truck & motorcycle parts"
THS,food processing
THST,distillers & wineries
TI,integrated telecommunications services
TI.A,integrated telecommunications services
TIBR,holding companies
TIBRU,holding companies
TIER,commercial reits
TIF,apparel & accessories retailers
TIG,biotechnology & medical research
TIK,aerospace & defense
TILE,home furnishings
TILT,exchange traded fund
TIP,exchange traded fund
TIPT,holding companies
TIPX,exchange traded fund
TIPZ,exchange traded fund
TIS,personal products
TISA,software
TISI,business support services
TITN,heavy machinery & vehicles
TIVO,broadcasting
TJX,discount stores
TK,oil & gas transportation services
TKAT,internet services
TKC,wireless telecommunications services
TKR,industrial machinery & equipment
TLDH,exchange traded fund
TLEH,exchange traded fund
TLF,textiles & leather goods
TLGT,pharmaceuticals
TLH,exchange traded fund
TLK,integrated telecommunications services
TLND,software
TLP,oil & gas transportation services
TLRA,software
TLRD,apparel & accessories retailers
TLT,exchange traded fund
TLTD,exchange traded fund
TLTE,exchange traded fund
TLYS,apparel & accessories retailers
TM,auto & truck manufacturers
TMF,exchange traded fund
TMHC,homebuilding
TMK,life & health insurance
TMO,advanced medical equipment & technology
TMP,banks
TMQ,integrated mining
TMSR,industrial machinery & equipment
TMST,steel
TMUS,wireless telecommunications services
TMV,exchange traded fund
TNA,exchange traded fund
TNAV,software
TNC,industrial machinery & equipment
TNDM,"medical equipment, supplies & distribution"
TNET,employment services
TNK,oil & gas transportation services
TNP,oil & gas transportation services
TNTR,computer hardware
TNXP,biotechnology & medical research
TOCA,biotechnology & medical research
TOK,exchange traded fund
TOL,homebuilding
TOLZ,exchange traded fund
TOO,oil & gas transportation services
TOPS,marine freight & logistics
TORC,pharmaceuticals
TOT,integrated oil & gas
TOTL,exchange traded fund
TOUR,leisure & recreation
TOWN,banks
TOWR,"auto, truck & motorcycle parts"
TPB,tobacco
TPC,construction & engineering
TPGE,holding companies
TPGE.U,holding companies
TPH,homebuilding
TPHS,real estate development & operations
TPIC,renewable energy equipment & services
TPL,oil & gas exploration and production
TPOR,exchange traded fund
TPR,apparel & accessories retailers
TPRE,reinsurance
TPX,home furnishings
TPYP,exchange traded fund
TQQQ,exchange traded fund
TR,food processing
TRC,real estate development & operations
TRCB,banks
TRCH,oil & gas exploration and production
TRCO,broadcasting
TREC,commodity chemicals
TREE,consumer lending
TREX,construction supplies & fixtures
TRGP,oil & gas transportation services
TRHC,advanced medical equipment & technology
TRI,professional information services
TRIB,pharmaceuticals
TRIL,biotechnology & medical research
TRIP,leisure & recreation
TRK,leisure & recreation
TRMB,software
TRMD,oil & gas transportation services
TRMK,banks
TRN,industrial conglomerates
TRNC,consumer publishing
TRNO,commercial reits
TRNS,electrical components & equipment
TROV,"medical equipment, supplies & distribution"
TROW,investment management & fund operators
TROX,specialty chemicals
TRP,oil & gas transportation services
TRPX,pharmaceuticals
TRQ,integrated mining
TRS,non-paper containers & packaging
TRST,banks
TRT,semiconductor equipment & testing
TRTN,business support supplies
TRTX,consumer lending
TRU,professional information services
TRUP,life & health insurance
TRV,property & casualty insurance
TRVG,internet services
TRVN,biotechnology & medical research
TRX,gold
TRXC,"medical equipment, supplies & distribution"
TS,oil related services and equipment
TSBK,banks
TSC,banks
TSCO,other specialty retailers
TSE,specialty chemicals
TSEM,semiconductors
TSG,software
TSLA,auto & truck manufacturers
TSLX,closed end funds
TSM,semiconductors
TSN,food processing
TSQ,broadcasting
TSRI,it services & consulting
TSRO,biotechnology & medical research
TSS,it services & consulting
TST,professional information services
TSU,wireless telecommunications services
TTAC,exchange traded fund
TTAI,exchange traded fund
TTC,heavy machinery & vehicles
TTD,internet services
TTEC,it services & consulting
TTEK,environmental services & equipment
TTFS,exchange traded fund
TTGT,it services & consulting
TTI,oil related services and equipment
TTM,auto & truck manufacturers
TTMI,semiconductors
TTNP,pharmaceuticals
TTOO,"medical equipment, supplies & distribution"
TTPH,pharmaceuticals
TTS,construction supplies & fixtures
TTT,exchange traded fund
TTWO,toys & juvenile products
TU,integrated telecommunications services
TUES,discount stores
TUP,"appliances, tools & housewares"
TUR,exchange traded fund
TURN,investment management & fund operators
TUSA,exchange traded fund
TUSK,oil & gas drilling
TUZ,exchange traded fund
TV,broadcasting
TVPT,leisure & recreation
TVTY,healthcare facilities & services
TWI,"auto, truck & motorcycle parts"
TWIN,heavy electrical equipment
TWLO,software
TWM,exchange traded fund
TWMC,other specialty retailers
TWNK,food processing
TWO,residential reits
TWOU,it services & consulting
TWTR,internet services
TX,steel
TXMD,pharmaceuticals
TXN,semiconductors
TXRH,restaurants & bars
TXT,aerospace & defense
TYBS,exchange traded fund
TYD,exchange traded fund
TYHT,pharmaceuticals
TYL,software
TYME,biotechnology & medical research
TYNS,exchange traded fund
TYO,exchange traded fund
TYPE,it services & consulting
TZA,exchange traded fund
TZOO,leisure & recreation
UA,apparel & accessories
UAA,apparel & accessories
UAE,exchange traded fund
UAL,airlines
UAMY,specialty mining & metals
UAN,agricultural chemicals
UAVS,aerospace & defense
UBA,commercial reits
UBCP,banks
UBFO,banks
UBIO,exchange traded fund
UBNK,banks
UBNT,communications & networking
UBOH,banks
UBOT,exchange traded fund
UBP,commercial reits
UBR,exchange traded fund
UBS,investment management & fund operators
UBSH,banks
UBSI,banks
UBT,exchange traded fund
UBX,pharmaceuticals
UCBA,banks
UCBI,banks
UCC,exchange traded fund
UCFC,banks
UCO,exchange traded fund
UCTT,semiconductor equipment & testing
UDBI,exchange traded fund
UDN,exchange traded fund
UDOW,exchange traded fund
UDR,residential reits
UE,commercial reits
UEC,uranium
UEIC,household electronics
UEPS,business support services
UEVM,exchange traded fund
UFAB,commodity chemicals
UFCS,property & casualty insurance
UFI,textiles & leather goods
UFPI,forest & wood products
UFPT,commodity chemicals
UFS,paper products
UG,pharmaceuticals
UGA,exchange traded fund
UGE,exchange traded fund
UGI,natural gas utilities
UGL,exchange traded fund
UGP,oil & gas refining and marketing
UHAL,ground freight & logistics
UHN,exchange traded fund
UHS,healthcare facilities & services
UHT,specialized reits
UIHC,property & casualty insurance
UIS,it services & consulting
UITB,exchange traded fund
UIVM,exchange traded fund
UJB,exchange traded fund
UL,personal products
ULBI,electrical components & equipment
ULE,exchange traded fund
ULH,ground freight & logistics
ULST,exchange traded fund
ULTA,other specialty retailers
ULTI,software
ULVM,exchange traded fund
UMBF,banks
UMC,semiconductors
UMDD,exchange traded fund
UMH,residential reits
UMPQ,banks
UMRX,biotechnology & medical research
UN,personal products
UNAM,property & casualty insurance
UNB,banks
UNF,business support services
UNFI,food retail & distribution
UNG,exchange traded fund
UNH,managed health care
UNIT,specialized reits
UNL,exchange traded fund
UNM,life & health insurance
UNP,ground freight & logistics
UNT,oil & gas exploration and production
UNTY,banks
UNVR,commodity chemicals
UONE,broadcasting
UONEK,broadcasting
UPL,oil & gas exploration and production
UPLD,software
UPRO,exchange traded fund
UPS,air freight & courier services
UPV,exchange traded fund
UPW,exchange traded fund
UQM,heavy electrical equipment
URA,exchange traded fund
URBN,apparel & accessories retailers
URE,exchange traded fund
URG,uranium
URGN,biotechnology & medical research
URI,business support services
URTH,exchange traded fund
URTY,exchange traded fund
USAC,oil related services and equipment
USAG,exchange traded fund
USAI,exchange traded fund
USAK,ground freight & logistics
