Ticker;Price;Volatility
PFIG;24,76;
PFIS;47,8;
PFLT;13,58;
PFM;25,71;
PFS;28,2;
PFSI;19,9;
PFXF;19,18;
PGAL;12,64;
PGC;35,05;
PGF;18,42;
PGHY;23,56;
PGJ;48,47;
PGR;62,43;
PGRE;15,19;
PGX;14,5;
PHB;18,42;
PHDG;28,3;
PHH;10,81;
PHO;30,63;
PHYS;10,53;
PICB;26,22;
PICK;35,18;
PID;15,75;
PIE;21,55;
PIH;7,95;
PILL;26,4;
PIN;24,98;
PIO;25,91;
PIZ;28,39;
PJC;74,85;
PJP;65,41;
PJT;55,11;
PK;32,43;
PKB;31,19;
PKBK;22,35;
PKW;57,04;
PLBC;28,25;
PLCY;21,41;
PLD;65,11;
PLND;16,81;
PLTM;90,43;
PLW;31,55;
PLYM;17;
PMBC;9,85;
PMOM;28,68;
PMPT;27,02;
PMR;37,23;
PMT;18,69;
PMTS;2,85;
PNBK;20;
PNC;145,12;
PNFP;64,7;
PNNT;7,33;
PNQI;137,47;
PPA;57,4;
PPBI;41,95;
PPH;58,49;
PPLC;37;
PPLT;85,89;
PPMC;26,18;
PPSC;39,61;
PPTY;27,16;
PRA;38,35;
PRB;24,23;
PREF;94,94;
PRF;113,69;
PRFZ;138,15;
PRI;99,15;
PRK;116,59;
PRME;19,85;
PRN;61,09;
PRNT;24,85;
PROV;18,37;
PRU;98,84;
PSA;211,62;
PSAU;18,72;
PSB;123,36;
PSC;33,54;
PSCC;75,96;
PSCD;63,79;
PSCE;17,23;
PSCF;57,67;
PSCH;126,46;
PSCI;68,02;
PSCM;53,6;
PSCT;83,28;
PSCU;52,84;
PSEC;6,8;
PSET;33,42;
PSI;56,34;
PSJ;77,51;
PSK;43,04;
PSL;69,4;
PSLV;6,04;
PSMB;13,49;
PSMC;12,75;
PSMG;14;
PSMM;13,16;
PSP;12,26;
PSQ;31,65;
PSR;79,16;
PST;23,01;
PTEU;28,61;
PTF;61,99;
PTH;88,91;
PTLC;29,42;
PTMC;32,18;
PTNQ;33,5;
PUB;36,75;
PUI;27,17;
PUK;49,21;
PUTW;29,54;
PUW;25,87;
PVAL;26,19;
PVBC;23,65;
PVI;24,94;
PW;6,12;
PWB;45,62;
PWC;101,61;
PWOD;46,92;
PWV;36,49;
PWZ;25,87;
PXE;26,53;
PXF;44,73;
PXH;21,91;
PXI;44,04;
PXJ;9,87;
PXLG;50,39;
PXLV;38,48;
PXMG;49,35;
PXMV;31,04;
PXQ;53,25;
PXR;36,29;
PXSG;36,72;
PXSV;32,31;
PY;32,71;
PYZ;70,6;
PZA;25,15;
PZD;44,02;
PZI;20,4;
PZN;8,8;
PZT;24,06;
QABA;56,84;
QAI;30,66;
QARP;25,79;
QAT;17,21;
QCAN;59,04;
QCLN;20,15;
QCP;21,11;
QCRH;48,65;
QDEF;44,81;
QDEU;61,67;
QDF;45,85;
QDYN;44,28;
QED;21,25;
QEFA;63,95;
QEMM;63;
QGBR;53,96;
QGTA;24,16;
QID;41,5;
QINC;24,76;
QJPN;79,58;
QLC;34,42;
QLD;87,68;
QLS;21,97;
QLTA;50,54;
QMN;25,73;
QMOM;31,88;
QQEW;60,75;
QQQ;172,74;
QQQC;30,96;
QQQE;45,27;
QQXT;49,19;
QSY;82,38;
QTEC;80,14;
QTRH;1,25;
QTS;38,57;
QUAL;84,75;
QUS;77,83;
QVAL;30,8;
QWLD;75,64;
QYLD;24,71;
RAAX;26,1;
RALS;36,62;
RAND;2,52;
RAVI;75,33;
RBB;30,79;
RBCAA;44,7;
RBNC;26,69;
RBS;7,5;
RCD;101,53;
RDFN;21,62;
RDIV;37,82;
RDN;15,95;
RDVY;30,4;
RE;225,92;
REEM;27,1;
REET;25,51;
REFA;27,39;
REG;57,76;
REGL;54,05;
REIS;21,8;
REK;16,17;
REM;43,85;
REMX;25,86;
RESI;10,55;
RETL;37,12;
REW;12,23;
REXR;31,49;
REZ;60,83;
RF;18,59;
RFAP;60,06;
RFCI;24;
RFDA;32,36;
RFDI;64,19;
RFEM;72,28;
RFEU;65,51;
RFFC;34;
RFG;163,04;
RFUN;25,13;
RFV;69,69;
RGA;150,12;
RGI;118,78;
RGLB;27,33;
RHE;0,2413;
RHP;84,31;
RHS;119,53;
RIGS;24,44;
RINF;28,58;
RING;17,77;
RISE;24,68;
RJF;97,96;
RLGY;23,28;
RLI;66,13;
RLJ;23,5;
RLY;27,14;
RM;36,18;
RMAX;52,15;
RMGN;1,2;
RMR;76,25;
RNDB;16;
RNDM;51,19;
RNDV;21,54;
RNEM;52,48;
RNLC;21,99;
RNMC;21,9;
RNR;123,14;
RNSC;22,33;
RNST;48,51;
ROAM;24,21;
ROBO;41,76;
ROBT;30,06;
RODM;29,39;
ROGS;32,55;
ROIC;17,87;
ROM;109,18;
ROOF;25,97;
RORE;15,06;
ROUS;31,96;
RPAI;12;
RPG;116;
RPT;12,22;
RPUT;25,46;
RPV;66,5;
RSP;102,16;
RSX;21,4;
RSXJ;37,72;
RTH;96,82;
RTL;25,58;
RTM;109,58;
RUSL;44,16;
RUSS;18,61;
RVEN;4,12;
RVNU;26,28;
RVSB;8,71;
RWJ;72,92;
RWK;61,39;
RWL;51,13;
RWM;39,05;
RWO;47,83;
RWR;91,36;
RWT;16,4;
RWW;66,38;
RWX;39,97;
RXD;28,28;
RXI;115,15;
RXL;89,16;
RY;75,71;
RYE;62,26;
RYF;43,91;
RYH;182,48;
RYJ;46,95;
RYN;39,23;
RYT;161,54;
RYU;82,42;
RZG;125,69;
RZV;76,85;
SAA;115,66;
SACH;3,85;
SAFE;18,69;
SAFT;86,65;
SAGG;31,9;
SAL;44;
SAMG;16,15;
SAN;5,57;
SAR;23,05;
SASR;42,07;
SBAC;158,48;
SBB;31,59;
SBBX;30,25;
SBCF;31,54;
SBFG;18,85;
SBIO;38,75;
SBNY;128,03;
SBRA;20,8;
SBSI;34,56;
SBT;13,9;
SC;18,35;
SCAC;10,01;
SCACU;10,51;
SCAP;37,26;
SCC;21,2;
SCHA;73,97;
SCHB;66,51;
SCHC;37,13;
SCHD;49,82;
SCHE;27,35;
SCHF;33,86;
SCHG;75,91;
SCHH;40,57;
SCHK;26,99;
SCHM;55,01;
SCHO;49,68;
SCHP;54,49;
SCHR;52,14;
SCHV;53,9;
SCHW;56,73;
SCHX;65,54;
SCHZ;50,58;
SCID;27,6;
SCIF;53,6;
SCIJ;31,12;
SCIN;18,9;
SCIU;31,59;
SCIX;25,94;
SCJ;81,03;
SCM;12,79;
SCO;18,78;
SCTO;26,63;
SCZ;65,44;
SDCI;22,62;
SDD;13,06;
SDEM;15,31;
SDI;11,87;
SDIV;20,91;
SDOG;44,7;
SDOW;18,03;
SDP;26,53;
SDS;37,9;
SDVY;21,03;
SDY;92,35;
SEA;11,03;
SEF;22,89;
SEIC;65,42;
SELF;4,21;
SF;59,43;
SFBC;38,6;
SFBS;42,5;
SFE;13,3;
SFHY;49,46;
SFIG;48,66;
SFNC;32,4;
SFST;47,7;
SFUN;4,98;
SGB;21,99;
SGDJ;29,59;
SGDM;19,62;
SGOL;124,97;
SH;29,22;
SHAG;48,93;
SHBI;18,89;
SHE;72,16;
SHG;40,93;
SHM;47,8;
SHNY;8;
SHO;17,52;
SHV;110,27;
SHY;83,27;
SHYD;24,37;
SHYG;46,53;
SIEB;8,23;
SIFI;15,3;
SIGI;57,45;
SIJ;16,04;
SIL;30,54;
SILJ;11,2;
SIR;21,52;
SIVB;317,73;
SIVR;15,96;
SIZ;19,98;
SIZE;84,05;
SJB;23,22;
SJNK;27,26;
SKF;20,18;
SKOR;48,95;
SKT;21,61;
SKYY;53,13;
SLCT;13,28;
SLD;15,7;
SLF;41,45;
SLG;97,99;
SLIM;36,33;
SLM;11,52;
SLQD;49,6;
SLRC;21,61;
SLV;15,44;
SLVP;10,66;
SLX;48,65;
SLY;144,34;
SLYG;252,13;
SLYV;133,77;
SMB;17,19;
SMBC;36,95;
SMBK;24,4;
SMCP;26,23;
SMDD;8,8;
SMDV;56,46;
SMEZ;61,8;
SMFG;8,38;
SMH;109,53;
SMIN;45,67;
SMLF;42,11;
SMLL;57,33;
SMLV;94,16;
SMMD;45,8;
SMMF;26,19;
SMMU;49,76;
SMMV;30,57;
SMN;25,85;
SNFCA;5,35;
SNH;17,85;
SNLN;18,2;
SNR;7,68;
SNSR;20,28;
SNV;54,7;
SOCL;35,76;
SOHO;6,72;
SOIL;10,43;
SONA;17,38;
SOVB;26,34;
SOXL;176,28;
SOXS;9,41;
SOXX;191,7;
SOYB;18,8;
SPDN;29,71;
SPDV;26,65;
SPDW;31,59;
SPEM;37,56;
SPFF;11,89;
SPG;160,8;
SPHB;44,73;
SPHD;40,38;
SPHQ;30,53;
SPLB;26,34;
SPLG;32,2;
SPLP;17,25;
SPLV;46,93;
SPMO;37,55;
SPMV;27,34;
SPPP;8,6;
SPSM;32,25;
SPTL;34,61;
SPTM;34,27;
SPTS;29,51;
SPUN;25,08;
SPUU;51,28;
SPVM;28,54;
SPVU;34,33;
SPXB;80,6;
SPXE;56,48;
SPXL;45,27;
SPXS;26,08;
SPXT;52,02;
SPXU;39,55;
SPY;273,6;
SPYB;63,16;
SPYD;36,8;
SPYG;35,51;
SPYV;29,84;
SPYX;66,28;
SQLV;29,51;
SQQQ;14,25;
SRC;7,64;
SRCE;53,89;
SRET;15,12;
SRG;40,95;
SRLN;47,11;
SRS;30,16;
SRTY;24,55;
SRVR;25,39;
SSB;90,6;
SSBI;15,95;
SSFN;11,95;
SSG;14,3;
SSO;112,67;
STAG;26,87;
STAR;10,68;
STBA;45,81;
STBZ;33,55;
STC;42,98;
STFC;31,69;
STI;68,5;
STIP;99,38;
STL;24,8;
STLR;10,38;
STLRU;10,54;
STND;31,05;
STNL;9,71;
STNLU;10,02;
STOR;26,5;
STOT;48,88;
STPZ;51,59;
STRS;31,6;
STT;98,45;
STWD;21,77;
STXB;21,12;
SUB;104,68;
SUI;97,36;
SUNS;16,72;
SUPV;16,79;
SUSA;113,46;
SUSB;24,55;
SUSC;24,23;
SVBI;8;
SVXY;13,18;
SWIN;31,58;
SYBT;40;
SYE;76,96;
SYF;35,04;
SYG;82,63;
SYLD;38,63;
SYV;67,82;
SZK;16,32;
TAGS;23,21;
TAN;25,17;
TAO;30,62;
TBBK;11,48;
TBF;22,91;
TBK;41,85;
TBLU;28,65;
TBNK;30,53;
TBT;36,82;
TBX;29,23;
TCAP;11,3;
TCBI;97,7;
TCBK;39,57;
TCF;26,53;
TCFC;36,84;
TCHF;42,24;
TCI;34,49;
TCO;54,64;
TCPC;14,77;
TCRD;7,84;
TD;57,92;
TDIV;36,83;
TDTF;24,5;
TDTT;24,18;
TECL;143,1;
TECS;22,46;
TERM;22,22;
TETF;20,74;
TFI;47,94;
TFLO;50,26;
TFSL;16,05;
TGH;16,9;
THD;93,66;
THFF;44,2;
THG;119,5;
TIBR;9,62;
TIBRU;10,12;
TIER;22,11;
TILT;114,31;
TIP;111,98;
TIPT;6,7;
TIPX;19,17;
TIPZ;57,09;
TLDH;28,86;
TLEH;30,5;
TLH;130,45;
TLT;120,3;
TLTD;67,71;
TLTE;58,41;
TMF;18,89;
TMK;85,78;
TMP;85,69;
TMV;19,76;
TNA;83,04;
TOK;65,71;
TOLZ;41,55;
TOTL;47,46;
TOWN;32,05;
TPGE;10,5;
TPGE.U;11,55;
TPHS;6,96;
TPOR;35,12;
TPRE;13,55;
TPYP;22,94;
TQQQ;58,49;
TRC;24,73;
TRCB;17,7;
TREE;259,65;
TRMK;32,52;
TRNO;38,43;
TROW;122,9;
TRST;8,8;
TRTX;20,48;
TRUP;32,47;
TRV;129,29;
TSBK;33,1;
TSC;25,7;
TSLX;18,7;
TTAC;36,45;
TTAI;27,6;
TTFS;68,5;
TTT;27,5;
TUR;31,64;
TURN;2,2;
TUSA;34,38;
TUZ;49,96;
TWM;14,7;
TWO;15,61;
TYBS;20,76;
TYD;40,28;
TYNS;29,35;
TYO;15,22;
TZA;9,35;
UAE;16,34;
UBA;21,94;
UBCP;13,25;
UBFO;10,85;
UBIO;33,39;
UBNK;17,63;
UBOH;22,45;
UBOT;21,67;
UBP;17,6;
UBR;58,25;
UBS;15,62;
UBSH;41,44;
UBSI;37;
UBT;75,22;
UCBA;27,3;
UCBI;32,78;
UCC;87,87;
UCFC;10,57;
UCO;27,94;
UDBI;31,76;
UDN;21,75;
UDOW;89,02;
UDR;36,77;
UE;21,8;
UEVM;50,32;
UFCS;54,06;
UGA;34,14;
UGE;39,69;
UGL;39,14;
UHN;20,64;
UHT;62,3;
UIHC;20,36;
UITB;48,55;
UIVM;50,5;
UJB;63,97;
ULE;16,14;
ULST;40,21;
ULVM;52,27;
UMBF;77,62;
UMDD;121,54;
UMH;14,45;
UMPQ;23,87;
UNAM;8,15;
UNB;52;
UNG;24,03;
UNIT;21,11;
UNL;9,53;
UNM;39,12;
UNTY;23,4;
UPRO;47,79;
UPV;55,7;
UPW;43,32;
URA;13,36;
URE;61,48;
URTH;89,32;
URTY;97,78;
USAG;17,75;
USAI;25,78;
USB;50,76;
USCI;44,76;
USD;51,49;
USDU;26,3;
USDY;25,1;
USEQ;27,66;
USFR;25,09;
USHY;48,54;
USL;23,55;
USLB;31,45;
USMC;25,99;
USMF;28,89;
USMV;52,8;
USO;13,25;
USOD;7,34;
USOU;54,55;
USRT;47,8;
UST;53,72;
USTB;49,56;
USVM;54,11;
UTES;32,07;
UTLF;25,99;
UTSL;22,9;
UUP;24,8;
UVE;35,6;
UVSP;28,45;
UVXY;11,71;
UWM;80,06;
UXI;72,19;
UYG;41,8;
UYM;70,88;
VALQ;39,49;
VALX;29,84;
VAMO;26,19;
VAW;134,3;
VB;156,12;
VBFC;33,55;
VBK;175,47;
VBND;47,81;
VBR;136,6;
VBTX;31,19;
VCIT;83,5;
VCLT;88,2;
VCR;166,56;
VCSH;78,04;
VDC;129,64;
VDE;105,39;
VEA;44,5;
VEAC;9,85;
VEACU;10,4;
VEGA;31,23;
VEGI;29,29;
VER;7,05;
VESH;22,19;
VETS;25,73;
VEU;54,09;
VFH;69,82;
VFLQ;81,09;
VFMF;80,21;
VFMO;82,33;
VFMV;80,72;
VFQY;81,26;
VFVA;78,58;
VGIT;62,45;
VGK;58,45;
VGLT;73,92;
VGSH;59,86;
VGT;186,32;
VHT;159;
VICI;19,88;
VIDI;27,47;
VIG;102,9;
VIGI;66,41;
VIOG;161,91;
VIOO;151,76;
VIOV;141,1;
VIRT;30,85;
VIS;141,41;
VIXM;22,55;
VIXY;29,28;
VLU;102,46;
VLUE;84,94;
VLY;12,92;
VMAX;19,83;
VMBS;51,24;
VMIN;3,13;
VNLA;49,98;
VNM;17,28;
VNO;70,66;
VNQ;79,24;
VNQI;60,58;
VO;158,21;
VOE;110,7;
VONE;125,9;
VONG;147,89;
VONV;106,69;
VOO;251,41;
VOOG;147,48;
VOOV;106,87;
VOT;134,98;
VOX;83,22;
VOYA;52,45;
VPL;73,01;
VPU;112,52;
VR;67,77;
VRIG;25,14;
VRP;24,88;
VRTS;127,35;
VSDA;28,04;
VSL;25,49;
VSMV;27,69;
VSS;120,15;
VT;75,08;
VTEB;50,86;
VTHR;126,33;
VTI;141,5;
VTIP;48,99;
VTIQU;10,01;
VTR;54,84;
VTV;105,23;
VTWG;148,67;
VTWO;131,69;
VTWV;115,1;
VUG;150,29;
VUSE;34,05;
VV;125,84;
VWO;45,11;
VWOB;75,7;
VXF;118,21;
VXUS;56,39;
VYM;84,63;
VYMI;64,86;
WABC;58,04;
WAFD;32,55;
WAL;61,19;
WASH;61,75;
WBIA;24,93;
WBIB;24,62;
WBIC;22,94;
WBID;24,17;
WBIE;25,99;
WBIF;28,54;
WBIG;25,52;
WBIH;23,86;
WBII;24;
WBIL;26,68;
WBIR;25,54;
WBIY;26,79;
WBK;21,21;
WBS;65,18;
WCFB;9,5;
WCHN;31,24;
WD;56,17;
WDIV;68,33;
WDR;19,67;
WDRW;21,48;
WEAT;6,86;
WEBK;33,5;
WELL;58,02;
WETF;10,88;
WF;43,6;
WFC;54,69;
WFHY;49,14;
WFIG;47,51;
WHF;14,35;
WHG;59,41;
WHLR;4,09;
WINS;140;
WIP;54,91;
WLFC;32,6;
WLTW;151,72;
WMC;10,52;
WMCR;37,14;
WMIH;1,35;
WNEB;11;
WOOD;81,95;
WPC;67,25;
WPG;7,34;
WPS;39,35;
WRB;77,03;
WRE;28,55;
WREI;44,31;
WRI;29;
WRLD;108,5;
WRLS;9,84;
WRLSU;10,42;
WSBC;47,21;
WSBF;17,5;
WSC;12;
WSFS;52,8;
WSKY;32,59;
WSR;12,09;
WTBA;25,5;
WTFC;93,18;
WTM;904,4;
WTMF;39,94;
WVFC;16,2;
WY;37,69;
WYDE;32,63;
XAN;10,02;
XAR;89,55;
XBI;96,65;
XCEM;26,2;
XDIV;54,31;
XES;17,19;
XHB;39,38;
XHE;77,96;
XHR;25,48;
XHS;67,74;
XIN;5,41;
XINA;22,75;
XITK;97,35;
XKFS;33,28;
XKII;29,35;
XKST;30,48;
XL;55,94;
XLB;59,07;
XLE;76,38;
XLF;27,48;
XLG;194,62;
XLI;75,26;
XLK;71,09;
XLP;49,66;
XLRE;31,71;
XLU;50,21;
XLV;83,36;
XLY;106,54;
XME;37,84;
XMLV;46,5;
XMPT;25,34;
XMX;29,85;
XNTK;94,9;
XOP;42,15;
XPH;42,75;
XPP;84,51;
XRF;3,11;
XRLV;34,25;
XRT;46,62;
XSD;76,16;
XSHD;25,14;
XSHQ;28,7;
XSLV;48,13;
XSOE;31,29;
XSW;81,64;
XT;37,15;
XTH;74,73;
XTL;71,03;
XTN;65,3;
XWEB;87,4;
Y;571,92;
YANG;47,66;
YAO;36,76;
YCL;59,33;
YCS;71,65;
YDIV;17,67;
YESR;24,66;
YIN;9;
YINN;33,11;
YLCO;11,76;
YLD;40,29;
YLDE;27,54;
YMLI;13,08;
YMLP;21,98;
YRIV;10,48;
YXI;18,33;
YYY;18,31;
Z;59,03;
ZBIO;18,33;
ZG;59,02;
ZION;55,66;
ZMLP;15,42;
ZROZ;113,1;
ZSL;33,4;
